User,,
Number,202402221539,
Material,,
Sample,,
area,,
length,,
size,,
strainRate,,
samplingRate,2,
testManner,,
driveBox,1,
motorSpeed,,
maxMotorSpeed,,
motorLength,,
maxMotorLength,,
motorCircle,,
sensorBox,2,
weighForce,,
maxWeighForce,,
CurrentTime,2024-02-22-15:39:46,
more,,
time,stress,Theoretical displacement,Actual displacement,
39.673,-inf,0,-109.746,
39.709,-inf,0,-109.746,
39.737,-inf,0,-109.746,
39.772,-inf,0,-109.746,
39.803,-inf,0,-110.242,
39.84,-inf,0,-110.242,
39.881,-inf,0,-110.242,
39.908,-inf,0,-110.242,
39.947,-inf,0,-110.809,
39.972,-inf,0,-110.809,
40.011,-inf,0,-110.809,
40.042,-inf,0,-110.809,
40.078,-inf,0,-110.809,
40.11,-inf,0,-111.338,
40.143,-inf,0,-111.338,
40.174,-inf,0,-111.338,
40.201,-inf,0,-111.338,
40.23,-inf,0,-111.338,
40.265,-inf,0,-112.155,
40.289,-inf,0,-112.155,
40.323,-inf,0,-112.155,
40.354,-inf,0,-112.155,
40.381,-inf,0,-112.155,
40.419,-inf,0,-113.016,
40.456,-inf,0,-113.016,
40.485,-inf,0,-113.016,
40.521,-inf,0,-113.694,
40.551,-inf,0,-113.694,
40.586,-inf,0,-113.694,
40.617,-inf,0,-113.694,
40.657,-inf,0,-114.497,
40.694,-inf,0,-114.497,
40.724,-inf,0,-114.497,
40.762,-inf,0,-115.374,
40.797,-inf,0,-115.374,
40.824,-inf,0,-115.374,
40.857,-inf,0,-115.374,
40.896,-inf,0,-115.907,
40.928,-inf,0,-115.907,
40.963,-inf,0,-115.907,
40.996,-inf,0,-116.586,
41.034,-inf,0,-116.586,
41.066,-inf,0,-116.586,
41.099,-inf,0,-116.586,
41.135,-inf,0,-116.94,
41.169,-inf,0,-116.94,
41.204,-inf,0,-117.617,
41.236,-inf,0,-117.617,
41.282,-inf,0,-117.617,
41.31,-inf,0,-117.617,
41.346,-inf,0,-117.617,
41.391,-inf,0,-117.617,
41.421,-inf,0,-117.617,
41.458,-inf,0,-117.617,
41.486,-inf,0,-117.617,
41.523,-inf,0,-117.617,
41.555,-inf,0,-117.617,
41.59,-inf,0,-117.617,
41.62,-inf,0,-117.617,
41.653,-inf,0,-117.617,
41.68,-inf,0,-117.617,
41.719,-inf,0,-117.617,
41.758,-inf,0,-118.313,
41.788,-inf,0,-118.313,
41.827,-inf,0,-118.313,
41.854,-inf,0,-118.799,
41.891,-inf,0,-118.799,
41.925,-inf,0,-118.799,
41.954,-inf,0,-118.799,
41.989,-inf,0,-119.358,
42.028,-inf,0,-119.358,
42.07,-inf,0,-119.358,
42.108,-inf,0,-122.106,
42.147,-inf,0,-122.106,
42.17,-inf,0,-122.106,
42.208,-inf,0,-122.106,
42.243,-inf,0,-122.625,
42.288,-inf,0,-122.625,
42.328,-inf,0,-122.625,
42.361,-inf,0,-123.285,
42.4,-inf,0,-123.285,
42.43,-inf,0,-123.285,
42.471,-inf,0,-123.841,
42.504,-inf,0,-123.841,
42.538,-inf,0,-123.841,
42.573,-inf,0,-123.841,
42.596,-inf,0,-123.841,
42.634,-inf,0,-124.378,
42.667,-inf,0,-124.378,
42.699,-inf,0,-124.378,
42.729,-inf,0,-124.378,
42.764,-inf,0,-124.959,
42.793,-inf,0,-124.959,
42.826,-inf,0,-124.959,
42.849,-inf,0,-124.959,
42.9,-inf,0,-125.667,
42.935,-inf,0,-125.667,
42.981,-inf,0,-125.667,
43.027,-inf,0,-125.667,
43.068,-inf,0,-126.511,
43.097,-inf,0,-126.511,
43.135,-inf,0,-127.024,
43.161,-inf,0,-127.024,
43.202,-inf,0,-127.024,
43.227,-inf,0,-127.024,
43.264,-inf,0,-127.024,
43.295,-inf,0,-127.776,
43.329,-inf,0,-127.776,
43.36,-inf,0,-127.776,
43.388,-inf,0,-127.776,
43.42,-inf,0,-127.776,
43.457,-inf,0,-128.667,
43.483,-inf,0,-128.667,
43.522,-inf,0,-128.667,
43.559,-inf,0,-128.667,
43.598,-inf,0,-128.667,
43.64,-inf,0,-129.024,
43.669,-inf,0,-129.024,
43.708,-inf,0,-129.024,
43.74,-inf,0,-129.024,
43.774,-inf,0,-129.024,
43.804,-inf,0,-129.66,
43.851,-inf,0,-129.66,
43.889,-inf,0,-129.66,
43.917,-inf,0,-129.66,
43.956,-inf,0,-130.479,
43.989,-inf,0,-130.479,
44.029,-inf,0,-130.479,
44.07,-inf,0,-130.479,
44.102,-inf,0,-131.489,
44.138,-inf,0,-131.489,
44.174,-inf,0,-131.489,
44.21,-inf,0,-131.489,
44.243,-inf,0,-132.414,
44.276,-inf,0,-132.414,
44.305,-inf,0,-132.414,
44.361,-inf,0,-132.414,
44.404,-inf,0,-132.414,
44.435,-inf,0,-132.414,
44.475,-inf,0,-132.414,
44.515,-inf,0,-132.414,
44.547,-inf,0,-132.414,
44.587,-inf,0,-132.414,
44.621,-inf,0,-132.414,
44.658,-inf,0,-132.414,
44.697,-inf,0,-132.414,
44.733,-inf,0,-132.414,
44.776,-inf,0,-132.961,
44.821,-inf,0,-132.961,
44.853,-inf,0,-132.961,
44.892,-inf,0,-133.694,
44.925,-inf,0,-133.694,
44.96,-inf,0,-133.694,
44.993,-inf,0,-134.43,
45.036,-inf,0,-134.43,
45.072,-inf,0,-134.43,
45.102,-inf,0,-135.077,
45.134,-inf,0,-135.077,
45.159,-inf,0,-135.077,
45.2,-inf,0,-135.077,
45.233,-inf,0,-137.833,
45.261,-inf,0,-137.833,
45.292,-inf,0,-137.833,
45.328,-inf,0,-137.833,
45.353,-inf,0,-137.833,
45.39,-inf,0,-138.187,
45.421,-inf,0,-138.187,
45.455,-inf,0,-138.187,
45.486,-inf,0,-138.754,
45.527,-inf,0,-138.754,
45.574,-inf,0,-139.371,
45.606,-inf,0,-139.371,
45.644,-inf,0,-139.371,
45.673,-inf,0,-139.371,
45.708,-inf,0,-140.34,
45.742,-inf,0,-140.34,
45.785,-inf,0,-140.34,
45.823,-inf,0,-140.858,
45.853,-inf,0,-140.858,
45.885,-inf,0,-140.858,
45.914,-inf,0,-141.211,
45.948,-inf,0,-141.211,
45.979,-inf,0,-141.211,
46.013,-inf,0,-141.211,
46.046,-inf,0,-141.794,
46.077,-inf,0,-141.794,
46.104,-inf,0,-141.794,
46.137,-inf,0,-141.794,
46.169,-inf,0,-142.476,
46.209,-inf,0,-142.476,
46.244,-inf,0,-142.476,
46.282,-inf,0,-142.476,
46.32,-inf,0,-142.98,
46.349,-inf,0,-142.98,
46.411,-inf,0,-142.98,
46.44,-inf,0,-142.98,
46.476,-inf,0,-142.98,
46.515,-inf,0,-143.484,
46.54,-inf,0,-143.484,
46.581,-inf,0,-143.484,
46.606,-inf,0,-143.484,
46.641,-inf,0,-143.484,
46.674,-inf,0,-143.484,
46.717,-inf,0,-144.256,
46.761,-inf,0,-144.256,
46.801,-inf,0,-144.256,
46.844,-inf,0,-144.993,
46.884,-inf,0,-144.993,
46.913,-inf,0,-144.993,
46.95,-inf,0,-144.993,
46.98,-inf,0,-145.762,
47.023,-inf,0,-145.762,
47.058,-inf,0,-145.762,
47.097,-inf,0,-146.777,
47.134,-inf,0,-146.777,
47.164,-inf,0,-146.777,
47.199,-inf,0,-147.589,
47.226,-inf,0,-147.589,
47.262,-inf,0,-147.589,
47.29,-inf,0,-147.589,
47.326,-inf,0,-147.589,
47.364,-inf,0,-148.165,
47.399,-inf,0,-148.165,
47.429,-inf,0,-148.165,
47.461,-inf,0,-148.895,
47.492,-inf,0,-148.895,
47.525,-inf,0,-148.895,
47.557,-inf,0,-148.895,
47.596,-inf,0,-149.429,
47.627,-inf,0,-149.429,
47.658,-inf,0,-149.429,
47.689,-inf,0,-150.054,
47.721,-inf,0,-150.054,
47.757,-inf,0,-150.054,
47.794,-inf,0,-150.756,
47.83,-inf,0,-150.756,
47.861,-inf,0,-150.756,
47.892,-inf,0,-150.756,
47.925,-inf,0,-151.406,
47.951,-inf,0,-151.406,
47.986,-inf,0,-151.406,
48.017,-inf,0,-151.406,
48.05,-inf,0,-151.883,
48.085,-inf,0,-151.883,
48.118,-inf,0,-151.883,
48.149,-inf,0,-151.883,
48.18,-inf,0,-151.883,
48.209,-inf,0,-151.883,
48.241,-inf,0,-151.883,
48.273,-inf,0,-151.883,
48.305,-inf,0,-151.883,
48.337,-inf,0,-151.883,
48.364,-inf,0,-151.883,
48.392,-inf,0,-151.883,
48.424,-inf,0,-151.883,
48.455,-inf,0,-151.883,
48.486,-inf,0,-151.883,
48.518,-inf,0,-151.883,
48.549,-inf,0,-151.883,
48.586,-inf,0,-151.883,
48.608,-inf,0,-151.883,
48.643,-inf,0,-151.883,
48.666,-inf,0,-151.883,
48.703,-inf,0,-151.883,
48.726,-inf,0,-151.883,
48.761,-inf,0,-151.883,
48.792,-inf,0,-151.883,
48.826,-inf,0,-151.883,
48.861,-inf,0,-151.883,
48.891,-inf,0,-151.883,
48.923,-inf,0,-151.883,
